cate_1_name,cate_2_name,cate_3_name,city_name,comment_cnt,location_id,per_pay,score,shop_id,shop_level,sales,views
超市便利店,超市,,泉州,,1035,20,,371,0,25823,676
超市便利店,超市,,无锡,,1050,19,,372,0,6677,301
美食,快餐,西式快餐,贵阳,2.0,783,11,3.0,373,2,14018,4629
美食,休闲茶饮,奶茶,武汉,2.0,290,1,4.0,374,0,18528,137
美食,小吃,其它小吃,咸宁,3.0,320,16,2.0,375,2,26983,11308
美食,快餐,西式快餐,青岛,3.0,869,13,3.0,376,2,20387,3300
超市便利店,便利店,,福州,0.0,1075,3,4.0,377,1,21172,709
美食,快餐,中式快餐,南京,4.0,669,10,3.0,378,2,28130,1810
美食,中餐,粤菜,杭州,2.0,523,20,1.0,379,0,14901,2347
美食,快餐,西式快餐,绍兴,13.0,426,14,3.0,380,2,106851,8322
美食,休闲食品,生鲜水果,杭州,1.0,303,16,2.0,381,2,25073,468
美食,休闲食品,生鲜水果,杭州,3.0,849,15,3.0,382,2,28089,888
美食,快餐,中式快餐,杭州,3.0,897,5,4.0,383,0,24003,713
美食,中餐,粤菜,上海,1.0,642,19,2.0,384,0,12727,1489
美食,快餐,西式快餐,福州,2.0,578,13,1.0,385,1,17297,5622
美食,快餐,西式快餐,上海,7.0,781,10,3.0,386,2,53697,3080
美食,快餐,西式快餐,杭州,2.0,1091,13,3.0,387,0,22168,647
美食,烘焙糕点,面包,北京,3.0,1038,13,3.0,388,0,29842,734
美食,快餐,中式快餐,上海,0.0,779,5,3.0,389,0,15942,1049
美食,休闲茶饮,奶茶,北京,3.0,534,4,3.0,390,0,19851,339
美食,快餐,西式快餐,上海,9.0,1036,15,2.0,391,2,90326,1480
超市便利店,便利店,,北京,,160,6,,392,1,40027,193
超市便利店,超市,,深圳,0.0,1052,18,2.0,393,1,126328,3245
美食,休闲茶饮,奶茶,徐州,4.0,689,2,3.0,394,0,40763,1332
美食,快餐,西式快餐,上海,6.0,662,10,3.0,395,2,60552,6696
美食,其他美食,其他餐饮美食,杭州,3.0,1120,16,4.0,396,0,25751,423
美食,烘焙糕点,面包,上海,2.0,356,15,3.0,397,1,38354,1378
美食,快餐,西式快餐,北京,3.0,376,9,3.0,398,2,23926,1900
美食,快餐,西式快餐,常州,11.0,743,16,3.0,399,2,68861,4715
超市便利店,超市,,泉州,,965,15,,400,0,5649,542
美食,休闲食品,零食,长沙,0.0,811,14,1.0,401,0,9167,311
美食,休闲茶饮,饮品/甜点,上海,6.0,679,8,3.0,402,2,70272,1553
美食,中餐,川菜,成都,5.0,730,20,2.0,403,0,23206,10877
美食,快餐,西式快餐,上海,7.0,191,13,3.0,404,2,61427,8232
超市便利店,便利店,,成都,0.0,732,4,2.0,405,0,31430,197
美食,快餐,中式快餐,杭州,1.0,485,2,3.0,406,0,19412,311
美食,烘焙糕点,面包,上海,6.0,976,12,3.0,407,2,69027,3174
超市便利店,超市,,贵阳,,666,20,,408,1,74067,11084
超市便利店,超市,,武汉,0.0,1027,10,0.0,409,1,22805,394
美食,休闲茶饮,奶茶,温州,1.0,100,2,3.0,410,0,16359,248
美食,小吃,其它小吃,南京,1.0,399,5,3.0,411,0,12032,294
美食,中餐,西北菜,广州,1.0,29,15,2.0,412,0,18321,883
美食,快餐,中式快餐,北京,4.0,574,12,2.0,413,0,40259,1008
超市便利店,超市,,福州,0.0,702,19,4.0,414,1,150072,4811
美食,小吃,面点,上海,0.0,924,5,1.0,415,0,5862,54
美食,其他美食,西餐,深圳,3.0,1052,19,3.0,416,0,25593,6604
美食,快餐,西式快餐,辽阳,4.0,1056,13,4.0,417,2,23209,2539
美食,快餐,西式快餐,常州,9.0,570,14,3.0,418,2,52463,6356
美食,快餐,西式快餐,广州,2.0,686,16,3.0,419,2,12973,2246
超市便利店,便利店,,广州,0.0,327,3,4.0,420,1,21714,469
美食,烧烤,中式烧烤,绍兴,2.0,214,20,1.0,421,2,16696,5164
美食,休闲食品,生鲜水果,长沙,6.0,1012,16,3.0,422,1,38043,2022
美食,休闲茶饮,奶茶,武汉,3.0,1128,4,3.0,423,0,15729,469
超市便利店,超市,,广州,0.0,465,16,1.0,424,1,17811,1472
美食,中餐,西北菜,上海,4.0,809,19,3.0,425,0,18001,12867
美食,小吃,其它小吃,上海,2.0,229,16,2.0,426,0,14810,714
美食,其他美食,日韩料理,上海,2.0,642,20,3.0,427,0,13847,757
美食,休闲茶饮,饮品/甜点,厦门,1.0,1103,2,2.0,428,0,22166,3689
美食,快餐,西式快餐,株洲,4.0,6,14,3.0,429,2,24743,3268
超市便利店,便利店,,深圳,,195,5,,430,0,7519,678
美食,快餐,西式快餐,东莞,5.0,913,9,2.0,431,2,23383,22613
美食,休闲茶饮,饮品/甜点,沈阳,2.0,952,16,3.0,432,0,16951,1854
超市便利店,超市,,深圳,0.0,733,10,2.0,433,1,22247,155
美食,中餐,湖北菜,武汉,0.0,269,20,1.0,434,0,5496,1158
超市便利店,超市,,合肥,,99,19,,435,1,86714,3789
美食,快餐,西式快餐,武汉,9.0,608,8,3.0,436,2,89098,9890
美食,快餐,中式快餐,深圳,1.0,562,8,0.0,437,0,12107,1568
休闲娱乐,网吧网咖,,杭州,0.0,1120,12,3.0,438,0,6490,1378
美食,中餐,江浙菜,金华,2.0,45,12,1.0,439,0,13576,1765
超市便利店,便利店,,杭州,,131,6,,440,0,8560,761
超市便利店,超市,,上海,0.0,427,19,3.0,441,1,69225,7096
美食,快餐,西式快餐,天津,8.0,1123,11,3.0,442,2,31519,2875
美食,火锅,麻辣烫/串串香,上海,1.0,1061,13,2.0,443,0,7118,214
美食,休闲食品,生鲜水果,无锡,1.0,177,15,3.0,444,0,13810,452
美食,其他美食,其他餐饮美食,武汉,1.0,37,7,2.0,445,0,26530,1817
超市便利店,超市,,荆州,0.0,482,18,4.0,446,1,17565,5515
美食,快餐,中式快餐,广州,5.0,552,5,1.0,447,2,62120,5804
超市便利店,便利店,,北京,,916,6,,448,1,23713,55
美食,休闲茶饮,冰激凌,温州,1.0,1129,17,3.0,449,0,12651,848
超市便利店,超市,,无锡,,782,14,,450,0,6814,190
美食,火锅,川味/重庆火锅,杭州,6.0,405,20,4.0,451,2,27927,16995
超市便利店,超市,,杭州,,756,7,,452,0,22675,951
美食,快餐,其它快餐,上海,2.0,830,15,3.0,453,0,12328,581
超市便利店,便利店,,广州,0.0,1124,2,4.0,454,0,18625,577
美食,休闲食品,生鲜水果,杭州,6.0,264,17,3.0,455,2,62873,2140
美食,快餐,西式快餐,广州,5.0,257,7,2.0,456,2,19791,9984
美食,其他美食,日韩料理,杭州,1.0,250,7,3.0,457,0,12555,190
美食,快餐,西式快餐,济南,8.0,767,14,2.0,458,2,51553,1922
美食,其他美食,自助餐,南京,2.0,673,20,1.0,459,0,23900,8782
美食,中餐,其它地方菜,杭州,2.0,261,4,2.0,460,0,32824,1113
美食,烘焙糕点,面包,北京,0.0,86,15,3.0,461,1,4982,299
美食,快餐,西式快餐,济南,4.0,23,8,3.0,462,2,25473,3520
超市便利店,超市,,武汉,,861,16,,463,0,20051,665
美食,快餐,西式快餐,北京,4.0,696,10,3.0,464,2,25972,1617
超市便利店,超市,,上海,0.0,346,19,3.0,465,1,132492,6081
美食,休闲茶饮,饮品/甜点,武汉,3.0,1007,18,3.0,466,0,18235,1369
超市便利店,超市,,泉州,,965,17,,467,1,26579,4954
美食,快餐,西式快餐,广州,7.0,757,13,3.0,468,2,31375,5045
美食,快餐,中式快餐,北京,1.0,696,5,3.0,469,0,6295,88
美食,小吃,其它小吃,上海,1.0,639,6,4.0,470,0,11958,255
美食,休闲食品,美食特产,南京,1.0,399,10,3.0,471,0,8460,185
美食,快餐,西式快餐,南京,12.0,377,9,4.0,472,2,107717,6671
美食,快餐,中式快餐,北京,0.0,916,5,2.0,473,0,21273,150
美食,休闲食品,生鲜水果,杭州,0.0,797,6,3.0,474,0,6446,256
超市便利店,超市,,广州,0.0,155,16,3.0,475,1,38788,7008
美食,小吃,其它小吃,杭州,1.0,378,9,3.0,476,0,20787,327
美食,小吃,面点,杭州,1.0,287,11,2.0,477,0,11813,926
美食,休闲食品,生鲜水果,深圳,2.0,810,14,3.0,478,2,22857,1153
超市便利店,超市,,北京,,727,16,,479,0,11303,345
美食,快餐,西式快餐,珠海,4.0,664,15,2.0,480,2,27954,1309
超市便利店,超市,,武汉,0.0,776,9,4.0,481,1,18067,823
美食,快餐,西式快餐,太原,7.0,925,15,3.0,482,2,39012,3546
超市便利店,便利店,,广州,0.0,473,4,4.0,483,0,17390,606
美食,休闲食品,零食,南京,2.0,796,20,4.0,484,0,11458,900
美食,休闲食品,生鲜水果,杭州,2.0,181,12,1.0,485,0,30034,757
超市便利店,便利店,,苏州,,398,4,,486,0,7279,148
美食,休闲食品,生鲜水果,上海,1.0,453,15,3.0,487,2,26814,432
超市便利店,超市,,北京,,1141,10,,488,0,9524,197
超市便利店,便利店,,温州,0.0,1029,4,0.0,489,1,19982,214
美食,休闲茶饮,冰激凌,哈尔滨,1.0,451,16,4.0,490,0,5882,1028
超市便利店,超市,,北京,0.0,94,18,0.0,491,1,76754,1543
超市便利店,便利店,,南京,0.0,377,8,4.0,492,1,22156,527
美食,烘焙糕点,面包,厦门,0.0,10,1,2.0,493,0,11162,205
美发/美容/美甲,美容美发,,北京,2.0,889,20,3.0,494,1,7678,4147
美食,快餐,中式快餐,广州,2.0,552,17,0.0,495,0,13529,1083
美食,小吃,其它小吃,上海,2.0,478,10,3.0,496,0,12362,1560
美食,小吃,其它小吃,武汉,1.0,606,16,2.0,497,2,8748,3397
美食,休闲食品,生鲜水果,南京,2.0,1126,4,3.0,498,0,23762,268
美食,快餐,西式快餐,濮阳,5.0,163,14,3.0,499,2,30448,3515
美食,烧烤,中式烧烤,杭州,5.0,264,20,2.0,500,2,36160,10952
美食,休闲茶饮,饮品/甜点,济南,1.0,528,1,4.0,501,0,5809,1241
美食,快餐,西式快餐,厦门,9.0,620,13,3.0,502,2,58033,3128
美食,快餐,中式快餐,苏州,3.0,48,13,2.0,503,1,31697,1844
超市便利店,便利店,,长沙,0.0,650,7,4.0,504,0,26323,458
超市便利店,便利店,,广州,0.0,932,3,4.0,505,0,18377,1213
美食,烘焙糕点,面包,北京,1.0,632,15,3.0,506,1,7287,656
美食,休闲食品,生鲜水果,福州,4.0,425,2,3.0,507,0,44896,377
超市便利店,便利店,,北京,,836,7,,508,1,20808,67
美食,小吃,其它小吃,南昌,3.0,1135,16,2.0,509,2,28792,5242
超市便利店,便利店,,温州,0.0,969,4,4.0,510,1,18334,306
美食,快餐,西式快餐,淮安,11.0,447,14,3.0,511,2,64446,6139
美食,休闲茶饮,奶茶,武汉,2.0,1024,1,3.0,512,0,12044,434
美食,小吃,面点,北京,3.0,367,5,3.0,513,0,20644,672
美食,休闲食品,生鲜水果,杭州,1.0,884,11,2.0,514,0,26127,328
超市便利店,便利店,,中山,0.0,660,2,0.0,515,0,35734,405
美食,小吃,其它小吃,苏州,1.0,922,5,2.0,516,0,7762,415
超市便利店,超市,,苏州,0.0,902,17,4.0,517,1,380184,6705
美食,烘焙糕点,面包,常州,1.0,452,12,3.0,518,1,12461,832
美食,快餐,西式快餐,上海,4.0,864,11,3.0,519,2,44277,7505
超市便利店,便利店,,淮北,0.0,493,5,3.0,520,1,22693,4032
美食,快餐,西式快餐,上海,3.0,478,13,1.0,521,2,23758,3749
美食,中餐,江浙菜,深圳,6.0,991,20,2.0,522,2,24120,14377
美食,快餐,其它快餐,无锡,0.0,766,17,1.0,523,1,13554,682
美食,小吃,其它小吃,杭州,0.0,378,6,3.0,524,0,8279,321
美食,休闲食品,生鲜水果,广州,3.0,335,12,3.0,525,2,33142,803
美食,快餐,西式快餐,无锡,7.0,1067,12,3.0,526,2,48722,4519
美食,小吃,面点,杭州,1.0,303,9,3.0,527,0,17517,731
超市便利店,超市,,宁波,0.0,723,19,3.0,528,1,153060,6214
美食,快餐,中式快餐,南京,1.0,527,10,1.0,529,0,12793,726
美食,快餐,中式快餐,深圳,6.0,847,3,0.0,530,0,101493,1434
美食,快餐,西式快餐,嘉兴,9.0,753,13,3.0,531,2,71550,6488
美食,休闲食品,生鲜水果,杭州,0.0,89,9,3.0,532,0,10186,196
超市便利店,便利店,,深圳,,1109,3,,533,0,29659,358
美食,休闲茶饮,冰激凌,杭州,4.0,1093,11,3.0,534,1,32049,3218
超市便利店,超市,,西安,,942,18,,535,1,54802,2768
超市便利店,超市,,上海,,545,11,,536,0,10187,137
美食,快餐,西式快餐,扬州,4.0,547,14,3.0,537,1,27672,11089
美食,休闲茶饮,冰激凌,北京,1.0,1130,10,3.0,538,0,9306,169
美食,快餐,西式快餐,福州,4.0,1,9,3.0,539,2,25399,7852
超市便利店,超市,,温州,0.0,174,7,4.0,540,0,23021,305
超市便利店,便利店,,温州,0.0,239,2,4.0,541,1,34550,930
美食,快餐,中式快餐,杭州,1.0,908,9,1.0,542,0,12809,1203
美食,小吃,其它小吃,南京,1.0,399,2,3.0,543,0,20626,341
美食,小吃,其它小吃,绍兴,4.0,418,10,3.0,544,0,41167,1092
美食,休闲食品,零食,广州,1.0,228,9,2.0,545,0,22760,541
美食,快餐,西式快餐,佛山,4.0,1122,10,3.0,546,2,26779,5508
美食,休闲茶饮,饮品/甜点,厦门,1.0,10,1,3.0,547,0,9878,323
美食,快餐,西式快餐,上海,6.0,1054,10,3.0,548,2,46665,2469
美食,烘焙糕点,面包,常州,3.0,385,17,4.0,549,0,23838,2369
美食,火锅,麻辣烫/串串香,上海,1.0,1110,14,3.0,550,0,9378,1107
美食,烘焙糕点,面包,上海,1.0,554,10,2.0,551,1,25557,852
美食,小吃,面点,杭州,2.0,740,9,2.0,552,0,27993,992
超市便利店,超市,,蚌埠,,958,12,,553,0,20730,1329
美食,其他美食,自助餐,福州,2.0,35,20,2.0,554,0,9776,7610
美食,休闲食品,生鲜水果,杭州,2.0,131,7,4.0,555,0,18444,1474
超市便利店,便利店,,温州,0.0,170,5,2.0,556,1,17580,912
美食,快餐,中式快餐,广州,15.0,57,7,3.0,557,0,95270,3613
美食,休闲食品,生鲜水果,广州,4.0,800,7,2.0,558,0,31301,747
美食,快餐,中式快餐,福州,1.0,122,3,2.0,559,0,50620,1211
美食,小吃,其它小吃,武汉,7.0,915,19,3.0,560,2,62106,3723
超市便利店,超市,,苏州,,456,1,,561,0,5272,51
美食,中餐,其它地方菜,杭州,0.0,378,6,3.0,562,0,6955,316
美食,快餐,西式快餐,龙岩,2.0,95,10,3.0,563,2,12732,5344
美食,快餐,西式快餐,宁波,9.0,762,16,2.0,564,2,76683,8959
美食,快餐,西式快餐,上海,7.0,406,8,3.0,565,2,72741,8221
美食,快餐,西式快餐,合肥,7.0,817,12,3.0,566,2,37313,3139
超市便利店,便利店,,北京,,617,5,,567,0,10328,194
美食,快餐,西式快餐,湖州,7.0,1105,14,3.0,568,2,59239,4829
美食,烘焙糕点,面包,福州,1.0,851,2,2.0,569,0,38157,378
美食,快餐,西式快餐,湖州,12.0,899,6,3.0,570,2,56589,14955
美食,快餐,中式快餐,上海,3.0,679,6,2.0,571,0,30096,386
美食,休闲茶饮,奶茶,杭州,7.0,1093,6,4.0,572,0,38653,968
美食,快餐,西式快餐,沈阳,4.0,475,15,4.0,573,2,24038,1967
美食,其他美食,日韩料理,上海,1.0,1032,19,3.0,574,0,16468,401
美食,快餐,中式快餐,杭州,2.0,1091,10,1.0,575,0,20256,904
美食,快餐,西式快餐,镇江,4.0,438,13,3.0,576,2,32089,2250
超市便利店,超市,,金华,,437,20,,577,1,165387,13307
超市便利店,便利店,,广州,0.0,343,3,2.0,578,0,32180,312
美食,快餐,其它快餐,上海,3.0,1113,15,2.0,579,0,23772,756
超市便利店,超市,,宁波,0.0,759,19,3.0,580,1,187176,9253
超市便利店,便利店,,上海,0.0,1023,2,4.0,581,1,17695,210
美食,休闲茶饮,奶茶,苏州,1.0,421,5,3.0,582,0,11062,750
美食,快餐,西式快餐,武汉,4.0,435,13,2.0,583,2,26886,1899
超市便利店,超市,,襄阳,0.0,593,17,0.0,584,1,34191,8021
美食,休闲茶饮,饮品/甜点,上海,3.0,544,7,3.0,585,2,32317,1506
美食,小吃,面点,南京,3.0,680,8,3.0,586,0,28826,506
超市便利店,超市,,郑州,,74,19,,587,1,25771,5202
美食,中餐,香锅/烤鱼,台州,1.0,84,20,1.0,588,0,11323,3973
美食,快餐,西式快餐,金华,4.0,1157,16,3.0,589,2,29076,2614
超市便利店,超市,,福州,0.0,122,11,0.0,590,0,9205,112
美食,快餐,西式快餐,咸阳,5.0,931,14,3.0,591,2,24276,4358
超市便利店,超市,,常州,,1079,17,,592,1,51020,8476
美食,休闲食品,其它休闲食品,南京,7.0,399,9,3.0,593,0,76400,841
美食,休闲茶饮,奶茶,济南,2.0,23,12,3.0,594,1,16517,661
美食,休闲茶饮,奶茶,杭州,3.0,386,1,4.0,595,0,26200,228
美食,快餐,西式快餐,东莞,3.0,1055,13,2.0,596,2,17136,2732
美食,烘焙糕点,面包,南京,2.0,96,10,3.0,597,0,15924,1171
超市便利店,便利店,,北京,,535,7,,598,0,7648,192
美食,休闲食品,生鲜水果,杭州,0.0,275,16,3.0,599,0,10364,291
美食,快餐,其它快餐,上海,6.0,906,13,3.0,600,0,40502,1148
超市便利店,超市,,成都,,1159,20,,601,0,9018,359
超市便利店,便利店,,深圳,,991,2,,602,1,17014,50
超市便利店,便利店,,杭州,,865,3,,603,1,11185,182
美食,快餐,中式快餐,上海,0.0,168,15,0.0,604,0,9235,184
超市便利店,超市,,孝感,,1022,17,,605,1,19073,3319
超市便利店,超市,,哈尔滨,,350,18,,606,1,45918,5946
美食,休闲食品,生鲜水果,杭州,2.0,835,10,2.0,607,0,25875,780
超市便利店,超市,,金华,0.0,3,17,4.0,608,0,37929,782
超市便利店,超市,,无锡,,586,14,,609,0,8966,70
美食,快餐,西式快餐,郑州,7.0,957,12,3.0,610,2,37830,2923
超市便利店,超市,,广州,,242,11,,611,0,15986,601
美食,休闲食品,其它休闲食品,杭州,1.0,850,4,3.0,612,0,7236,401
超市便利店,超市,,佛山,0.0,648,17,3.0,613,0,66199,2602
美食,快餐,中式快餐,上海,5.0,948,8,3.0,614,2,57130,9220
美食,快餐,西式快餐,常州,4.0,1079,13,3.0,615,2,18097,4761
美食,中餐,粤菜,深圳,3.0,194,19,2.0,616,0,17443,9975
美食,休闲茶饮,奶茶,厦门,1.0,1107,2,4.0,617,0,25298,334
超市便利店,便利店,,上海,0.0,554,2,4.0,618,1,37171,746
美食,烧烤,中式烧烤,深圳,5.0,966,20,0.0,619,2,23406,9331
美食,烘焙糕点,蛋糕,上海,2.0,662,4,3.0,620,0,40343,1162
美食,快餐,中式快餐,广州,1.0,928,3,0.0,621,0,13335,276
美食,快餐,西式快餐,阜阳,5.0,951,14,2.0,622,2,27355,5557
美食,快餐,中式快餐,北京,3.0,51,16,3.0,623,0,17922,1586
超市便利店,超市,,南京,,73,17,,624,1,43951,1059
超市便利店,超市,,重庆,,419,17,,625,1,33271,2213
超市便利店,超市,,南京,,859,3,,626,0,6923,237
超市便利店,便利店,,北京,,199,5,,627,1,41068,127
美食,快餐,西式快餐,北京,8.0,601,9,3.0,628,2,50041,2605
美食,休闲茶饮,饮品/甜点,上海,4.0,846,10,3.0,629,2,44178,2152
超市便利店,超市,,江门,,894,17,,630,0,18363,983
超市便利店,便利店,,杭州,0.0,884,3,3.0,631,1,43514,248
美食,休闲食品,生鲜水果,南昌,1.0,964,2,4.0,632,0,28289,531
美食,快餐,中式快餐,南京,1.0,401,7,1.0,633,0,5129,421
超市便利店,超市,,上海,0.0,643,10,0.0,634,0,14320,325
美食,休闲茶饮,饮品/甜点,武汉,1.0,1018,1,3.0,635,0,7337,163
美食,小吃,面点,常州,2.0,31,1,4.0,636,0,22250,483
超市便利店,超市,,武汉,0.0,259,8,4.0,637,1,56055,1066
美食,休闲茶饮,饮品/甜点,深圳,9.0,862,15,4.0,638,0,69042,3982
美食,休闲茶饮,饮品/甜点,常州,5.0,321,9,3.0,639,2,41679,2299
美食,小吃,其它小吃,北京,3.0,113,17,4.0,640,0,22164,2660
超市便利店,便利店,,珠海,,28,5,,641,1,6272,199
美食,小吃,其它小吃,杭州,3.0,1093,4,2.0,642,0,18209,551
超市便利店,便利店,,温州,0.0,61,5,4.0,643,1,26872,708
美食,小吃,其它小吃,广州,1.0,36,7,3.0,644,0,6735,833
超市便利店,便利店,,广州,0.0,552,2,1.0,645,1,30659,554
美食,休闲食品,生鲜水果,南京,1.0,175,3,4.0,646,0,7253,295
超市便利店,超市,,达州,,518,19,,647,1,44721,21288
美食,休闲食品,其它休闲食品,南京,2.0,680,8,3.0,648,0,22605,323
超市便利店,便利店,,杭州,0.0,110,3,4.0,649,1,34854,455
超市便利店,超市,,广州,0.0,911,18,3.0,650,1,176365,3673
美食,快餐,中式快餐,杭州,5.0,280,3,2.0,651,0,75574,1116
超市便利店,超市,,杭州,0.0,850,19,4.0,652,1,53001,3985
超市便利店,便利店,,温州,0.0,722,5,4.0,653,1,29634,466
美食,休闲食品,生鲜水果,郑州,1.0,829,2,2.0,654,0,19227,1571
超市便利店,便利店,,佛山,0.0,304,4,4.0,655,0,17526,955
美食,休闲茶饮,奶茶,杭州,4.0,897,1,4.0,656,0,28092,445
美食,快餐,西式快餐,昆明,3.0,1152,10,3.0,657,2,18791,1908
美食,小吃,其它小吃,上海,3.0,1032,7,3.0,658,0,44256,644
美食,快餐,中式快餐,深圳,3.0,195,7,2.0,659,2,22705,2748
美食,休闲食品,生鲜水果,上海,3.0,1113,14,4.0,660,2,32631,558
美食,火锅,其它火锅,北京,3.0,479,18,3.0,661,2,14211,3212
美食,小吃,面点,杭州,2.0,815,5,3.0,662,0,22057,826
美食,休闲茶饮,奶茶,上海,3.0,709,4,3.0,663,2,33555,634
美食,快餐,西式快餐,哈尔滨,6.0,397,15,3.0,664,2,34161,4485
美食,中餐,江浙菜,杭州,2.0,1093,20,1.0,665,1,23380,9248
美食,快餐,西式快餐,成都,3.0,816,15,2.0,666,1,21694,1901
美食,快餐,中式快餐,杭州,5.0,287,11,1.0,667,0,68868,1564
美食,快餐,西式快餐,杭州,10.0,283,16,1.0,668,2,74767,2771
美食,小吃,米粉/米线,佛山,2.0,1143,7,2.0,669,0,15747,2698
美食,快餐,西式快餐,苏州,9.0,306,12,3.0,670,2,68009,2794
超市便利店,超市,,成都,0.0,446,19,4.0,671,1,86672,12547
美食,烘焙糕点,蛋糕,杭州,2.0,523,16,3.0,672,0,24062,1141
超市便利店,超市,,十堰,,565,17,,673,1,21474,2038
美食,快餐,中式快餐,深圳,3.0,165,2,0.0,674,0,38410,1879
美食,快餐,西式快餐,梧州,6.0,164,4,3.0,675,2,26525,23830
美食,快餐,西式快餐,上海,7.0,414,13,3.0,676,2,52048,5844
美食,烘焙糕点,面包,深圳,2.0,1109,8,2.0,677,1,22434,1701
超市便利店,便利店,,广州,0.0,47,2,4.0,678,1,28036,362
超市便利店,超市,,温州,,1006,17,,679,1,174151,11219
美食,中餐,台湾菜,厦门,0.0,21,2,2.0,680,0,14826,669
美食,快餐,西式快餐,福州,5.0,765,15,2.0,681,2,28806,5705
超市便利店,超市,,常州,0.0,121,19,2.0,682,1,18239,1388
美食,中餐,闽菜,广州,2.0,552,20,1.0,683,0,6807,3086
美食,快餐,西式快餐,沈阳,4.0,598,7,4.0,684,2,21399,4210
超市便利店,超市,,北京,,403,12,,685,0,29507,1210
美食,休闲茶饮,饮品/甜点,上海,5.0,519,9,3.0,686,2,52535,1837
超市便利店,超市,,黄石,0.0,316,17,4.0,687,1,27027,5363
超市便利店,便利店,,广州,,792,2,,688,1,12513,306
美食,快餐,中式快餐,上海,4.0,417,18,2.0,689,2,25165,1301
超市便利店,超市,,上海,,293,18,,690,1,26065,1016
超市便利店,超市,,北京,,717,18,,691,1,24006,844
美食,快餐,西式快餐,日照,10.0,103,13,3.0,692,2,55628,6501
美食,中餐,湘菜,武汉,0.0,557,5,2.0,693,0,8952,176
美食,快餐,中式快餐,上海,1.0,924,11,1.0,694,0,11433,100
美食,中餐,西北菜,杭州,9.0,264,20,3.0,695,2,55090,9170
超市便利店,便利店,,上海,,839,6,,696,0,9219,198
美食,快餐,西式快餐,南京,1.0,52,2,4.0,697,0,16853,648
超市便利店,超市,,上海,,266,8,,698,0,5977,121
美食,快餐,中式快餐,上海,1.0,906,5,1.0,699,0,18282,234
美食,烘焙糕点,蛋糕,南京,1.0,739,1,4.0,700,0,8537,119
美食,快餐,中式快餐,南京,1.0,469,10,1.0,701,0,16601,695
美食,快餐,西式快餐,杭州,5.0,250,11,3.0,702,1,35958,2127
美食,快餐,中式快餐,大连,3.0,495,3,3.0,703,0,23691,206
美食,休闲茶饮,饮品/甜点,成都,8.0,641,6,4.0,704,2,46604,1214
美食,其他美食,西餐,杭州,3.0,740,20,3.0,705,2,18832,3434
美食,快餐,中式快餐,杭州,0.0,927,14,2.0,706,0,4495,771
美食,火锅,麻辣烫/串串香,深圳,1.0,991,11,0.0,707,0,12720,266
美食,快餐,西式快餐,深圳,7.0,281,10,2.0,708,2,38548,1978
美食,小吃,面点,上海,3.0,921,17,2.0,709,1,25143,1415
美食,快餐,西式快餐,深圳,8.0,991,11,3.0,710,2,40259,3340
美食,快餐,中式快餐,台州,1.0,926,15,3.0,711,0,13728,1600
超市便利店,超市,,厦门,0.0,716,20,4.0,712,1,7938,2415
美食,快餐,中式快餐,上海,4.0,420,10,2.0,713,2,51793,2850
超市便利店,超市,,合肥,,1044,20,,714,1,14946,3879
美食,快餐,西式快餐,南京,19.0,149,13,3.0,715,2,105176,7885
美食,快餐,中式快餐,南京,2.0,680,11,2.0,716,2,27617,901
美食,休闲茶饮,奶茶,南京,3.0,434,4,3.0,717,0,23864,979
美食,休闲食品,生鲜水果,合肥,1.0,374,3,2.0,718,0,14348,433
超市便利店,超市,,武汉,0.0,298,18,4.0,719,1,46844,1651
超市便利店,便利店,,广州,0.0,335,2,3.0,720,1,39058,520
美食,休闲食品,其它休闲食品,南昌,1.0,179,1,2.0,721,0,22874,486
美食,小吃,面点,杭州,3.0,378,8,3.0,722,0,35846,450
美食,休闲茶饮,饮品/甜点,上海,4.0,554,8,3.0,723,0,53204,415
美食,快餐,西式快餐,惠州,3.0,1074,11,3.0,724,2,13189,9082
美食,休闲茶饮,饮品/甜点,金华,2.0,3,11,4.0,725,2,12243,2355
美食,烘焙糕点,蛋糕,天津,6.0,992,9,4.0,726,2,28187,1755
美食,烧烤,中式烧烤,深圳,6.0,531,20,0.0,727,2,28971,6580
超市便利店,超市,,深圳,,233,17,,728,0,42163,1385
美食,快餐,西式快餐,扬州,15.0,806,13,3.0,729,2,110054,8598
超市便利店,超市,,东莞,0.0,1031,18,1.0,730,0,100731,5258
超市便利店,便利店,,广州,0.0,710,1,0.0,731,1,261765,1791
美食,休闲茶饮,奶茶,温州,2.0,1129,6,3.0,732,1,14113,1172
美食,休闲食品,其它休闲食品,福州,1.0,425,1,3.0,733,0,22475,237
美食,快餐,西式快餐,北京,6.0,968,15,3.0,734,2,45386,5897
美食,小吃,米粉/米线,南宁,1.0,1137,5,3.0,735,0,5015,912
超市便利店,超市,,上海,0.0,218,17,4.0,736,1,30846,308
美食,快餐,西式快餐,广州,17.0,132,9,2.0,737,2,96280,14854
美食,烘焙糕点,蛋糕,温州,4.0,80,12,3.0,738,0,38797,2132
超市便利店,超市,,南宁,0.0,1137,19,4.0,739,1,21146,1231
美食,快餐,西式快餐,杭州,4.0,871,17,3.0,740,2,29743,1634
超市便利店,超市,,南京,0.0,1126,19,4.0,741,1,23541,829
美食,烘焙糕点,蛋糕,上海,4.0,417,4,3.0,742,0,57487,1618
